1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,4/10/25,1842,13700 COPPERMINE RD,HERNDON,VA,20171
1,SERV-1,SERVICE - POLICE SERVICE,4/10/25,1753,4100 BENNETT DR,ANNANDALE,VA,22003
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,4/10/25,1951,3000 PATRICK HENRY DR,FALLS CHURCH,VA,22044
2,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,4/10/25,1951,3000 PATRICK HENRY DR,FALLS CHURCH,VA,22044
1,SUSP-3,SUSPICIOUS - VEHICLE,4/10/25,2018, LEESBURG PIKE SERVICE RD,FALLS CHURCH,VA,22041
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,4/10/25,1825,13000 ROUTE 50,FAIRFAX,VA,22033
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,4/10/25,1944,1200 WEATHERSTONE CT,RESTON,VA,20194
2,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,4/10/25,1959,7500 LITTLE RIVER TPKE,ANNANDALE,VA,22003
1,DRUG-35A-10,DRUGS - OTHER DANGEROUS DRUGS POSSESSION,4/10/25,1959,7500 LITTLE RIVER TPKE,ANNANDALE,VA,22003
1,LARC-23-3,LARCENY - SHOPLIFTING,4/10/25,2024,6200 RICHMOND HWY,ALEXANDRIA,VA,22303
2,DRUNK-90Z-2,DRUNK - DRUNK/PROFANE IN PUBLIC - DEFERRED,4/10/25,2024,6200 RICHMOND HWY,ALEXANDRIA,VA,22303
1,ANML-3,ANIMAL - SERVICE - DOMESTIC,4/10/25,2033,8800 LORTON RD,LORTON,VA,22079
1,SERV-29,SERVICE - DOMESTIC DISPUTE,4/10/25,2021,3700 SOUTH GEORGE MASON DR,FALLS CHURCH,VA,22041
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,4/10/25,2016,2400 ANSDEL CT,RESTON,VA,20191
2,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,4/10/25,2016,2400 ANSDEL CT,RESTON,VA,20191
1,SERV-29,SERVICE - DOMESTIC DISPUTE,4/10/25,2011,6500 FORSYTHIA ST,SPRINGFIELD,VA,22150
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,4/10/25,2054,7400 LUCERNE LN,ANNANDALE,VA,22003
1,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,4/10/25,2039,12000 GOVERNMENT CENTER PKWY,FAIRFAX,VA,22035
1,PUB-90Z-5,PUBLIC SAFETY - FALSE REPORT OF CRIME,4/10/25,2103, ARLINGTON BLVD SERVICE RD / CANTRELL LN,FAIRFAX,VA,22031
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,4/10/25,2145,6300 LITTLE RIVER TPKE,ALEXANDRIA,VA,22312
1,ROB-120-7,ROBBERY - PERSON,4/10/25,2108,7200 NIGHTINGALE HILL LN,ALEXANDRIA,VA,22306
1,ABC-90G-4,ABC - RETAILOR VIOLATION ABC LAWS,4/10/25,2204,3500 S SOUTH JEFFERSON ST,FALLS CHURCH,VA,22041
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,4/10/25,2132,5600 OTTAWA RD,CENTREVILLE,VA,20120
1,SUSP-2,SUSPICIOUS - PERSON,4/10/25,2147,7900 TYSON OAKS CIR,VIENNA,VA,22182
1,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,4/10/25,1932,8300 BARK TREE CT,SPRINGFIELD,VA,22153
2,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,4/10/25,1932,8300 BARK TREE CT,SPRINGFIELD,VA,22153
3,ANML-90Z-2,ANIMAL - RABIES CERTIFICATE VIOLATION,4/10/25,1932,8300 BARK TREE CT,SPRINGFIELD,VA,22153
1,ASSLT-13A-2,ASSAULT - KNIFE OR CUTTING INSTRUMENT,4/10/25,2158,3000 FURMAN LN,ALEXANDRIA,VA,22306
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,4/10/25,2247,7500 CHANCELLOR WAY,SPRINGFIELD,VA,22153
1,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,4/10/25,2029,13700 COPPERMINE RD,HERNDON,VA,20171
2,DRUNK-90Z-1,DRUNK - DRUNK/PROFANE IN PUBLIC,4/10/25,2029,13700 COPPERMINE RD,HERNDON,VA,20171
1,SUSP-1,SUSPICIOUS - EVENT,4/10/25,2327,8600 WALUTES CIR,ALEXANDRIA,VA,22309
1,SUSP-1,SUSPICIOUS - EVENT,4/10/25,2322,4900 BACKLICK RD,ANNANDALE,VA,22003
1,LARC-23-3,LARCENY - SHOPLIFTING,4/10/25,2348,3400 CARLIN SPRINGS RD,FALLS CHURCH,VA,22041
1,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,4/10/25,2037,6100 STRASBURG DR,CENTREVILLE,VA,20121
2,FRAUD-26A-1,FRAUD - FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,4/10/25,2037,6100 STRASBURG DR,CENTREVILLE,VA,20121
1,WARR-90Z-4,WARRANT - WARRANT SERVICE,4/10/25,2245,6800 SPRINGFIELD BLVD,SPRINGFIELD,VA,22150
1,ABC-90G-10,ABC - DRINKING/TENDING ALCOHOL IN PUBLIC,4/10/25,2346,2500 BEACON HILL RD,ALEXANDRIA,VA,22306
1,SERV-29,SERVICE - DOMESTIC DISPUTE,4/10/25,2319,11600 VANTAGE HILL RD,RESTON,VA,20190
1,DRUG-35A-1,DRUGS - OPIUM/COCAINE POSSESSION,4/10/25,2358, BARON CAMERON AVE / LAKE FAIRFAX DR,RESTON,VA,20194
2,WARR-90Z-4,WARRANT - WARRANT SERVICE,4/10/25,2344,4200 AMERICANA DR,ANNANDALE,VA,22003
1,DRUG-35A-11,DRUGS - OTHER DANGEROUS DRUG POSSESS W/INT DIST,4/10/25,2344,4200 AMERICANA DR,ANNANDALE,VA,22003
1,SERV-1,SERVICE - POLICE SERVICE,4/10/25,2304,5200 COLUMBIA RD,SPRINGFIELD,VA,22151
1,AUTO-240-4,AUTO THEFT - AUTOS,4/10/25,2200,9200 WILD BLACK CHERRY CT,FAIRFAX,VA,22031
1,SUSP-2,SUSPICIOUS - PERSON,4/10/25,1440,11400 COMMERCE PARK DR,RESTON,VA,20191
2,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,4/10/25,1900,5500 HEMPSTEAD WAY,SPRINGFIELD,VA,22151
